date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-06-23,SKU0006,505,731,20.0,1055
2025-06-30,SKU0006,993,765,20.0,1055
2025-07-07,SKU0006,749,765,20.0,1055
2025-07-14,SKU0006,506,765,20.0,1055
2025-07-21,SKU0006,1027,0,20.0,1055
2025-07-28,SKU0006,784,835,20.0,1055
2025-08-04,SKU0006,482,835,20.0,1055
2025-08-11,SKU0006,189,1540,20.0,1055
2025-08-18,SKU0006,825,705,20.0,1055
2025-08-25,SKU0006,656,705,20.0,1055
2025-09-01,SKU0006,1185,0,20.0,1055
2025-09-08,SKU0006,1045,0,20.0,1055
2025-09-15,SKU0006,854,759,20.0,1055
2025-09-22,SKU0006,646,759,20.0,1055
2025-09-29,SKU0006,446,759,20.0,1055
2025-10-06,SKU0006,966,753,20.0,1055
2025-10-13,SKU0006,710,753,20.0,1055
2025-10-20,SKU0006,305,753,20.0,1055
2025-10-27,SKU0006,728,919,20.0,1055
2025-11-03,SKU0006,517,919,20.0,1055
2025-11-10,SKU0006,335,919,20.0,1055
2025-11-17,SKU0006,1011,0,20.0,1055
2025-11-24,SKU0006,777,799,20.0,1055
2025-12-01,SKU0006,367,799,20.0,1055
2025-12-08,SKU0006,59,1503,20.0,1055
2025-12-15,SKU0006,619,704,20.0,1055
2025-12-22,SKU0006,396,704,20.0,1055
2025-12-29,SKU0006,886,840,20.0,1055
2024-01-01,SKU0007,103,0,26.0,75
2024-01-08,SKU0007,85,0,26.0,75
2024-01-15,SKU0007,68,48,26.0,75
2024-01-22,SKU0007,51,48,26.0,75
2024-01-29,SKU0007,34,48,26.0,75
2024-02-05,SKU0007,17,94,26.0,75
2024-02-12,SKU0007,48,46,26.0,75
2024-02-19,SKU0007,29,46,26.0,75
2024-02-26,SKU0007,8,98,26.0,75
2024-03-04,SKU0007,42,52,26.0,75
2024-03-11,SKU0007,28,52,26.0,75
2024-03-18,SKU0007,12,96,26.0,75
2024-03-25,SKU0007,50,44,26.0,75
2024-04-01,SKU0007,37,44,26.0,75
2024-04-08,SKU0007,24,88,26.0,75
2024-04-15,SKU0007,56,44,26.0,75
2024-04-22,SKU0007,39,44,26.0,75
2024-04-29,SKU0007,25,88,26.0,75
2024-05-06,SKU0007,54,44,26.0,75
2024-05-13,SKU0007,37,44,26.0,75
2024-05-20,SKU0007,25,89,26.0,75
2024-05-27,SKU0007,52,45,26.0,75
2024-06-03,SKU0007,34,45,26.0,75
2024-06-10,SKU0007,20,88,26.0,75
2024-06-17,SKU0007,50,43,26.0,75
2024-06-24,SKU0007,35,43,26.0,75
2024-07-01,SKU0007,21,85,26.0,75
2024-07-08,SKU0007,54,42,26.0,75
2024-07-15,SKU0007,42,42,26.0,75
2024-07-22,SKU0007,67,45,26.0,75
2024-07-29,SKU0007,53,45,26.0,75
2024-08-05,SKU0007,29,45,26.0,75
2024-08-12,SKU0007,8,95,26.0,75
2024-08-19,SKU0007,37,50,26.0,75
2024-08-26,SKU0007,24,50,26.0,75
2024-09-02,SKU0007,11,95,26.0,75
2024-09-09,SKU0007,54,45,26.0,75
2024-09-16,SKU0007,39,45,26.0,75
2024-09-23,SKU0007,70,0,26.0,75
2024-09-30,SKU0007,58,49,26.0,75
2024-10-07,SKU0007,40,49,26.0,75
2024-10-14,SKU0007,24,91,26.0,75
2024-10-21,SKU0007,0,91,26.0,75
2024-10-28,SKU0007,22,94,26.0,75
2024-11-04,SKU0007,2,94,26.0,75
2024-11-11,SKU0007,31,52,26.0,75
2024-11-18,SKU0007,13,103,26.0,75
2024-11-25,SKU0007,51,51,26.0,75
2024-12-02,SKU0007,18,98,26.0,75
2024-12-09,SKU0007,0,98,26.0,75
2024-12-16,SKU0007,38,47,26.0,75
2024-12-23,SKU0007,3,92,26.0,75
2024-12-30,SKU0007,37,45,26.0,75
2025-01-06,SKU0007,3,87,26.0,75
2025-01-13,SKU0007,0,87,26.0,75
2025-01-20,SKU0007,26,88,26.0,75
2025-01-27,SKU0007,48,46,26.0,75
2025-02-03,SKU0007,31,46,26.0,75
2025-02-10,SKU0007,14,89,26.0,75
2025-02-17,SKU0007,41,43,26.0,75
2025-02-24,SKU0007,23,43,26.0,75
2025-03-03,SKU0007,48,64,26.0,75
2025-03-10,SKU0007,34,64,26.0,75
2025-03-17,SKU0007,17,64,26.0,75
2025-03-24,SKU0007,1,106,26.0,75
2025-03-31,SKU0007,56,42,26.0,75
2025-04-07,SKU0007,44,42,26.0,75
2025-04-14,SKU0007,27,84,26.0,75
2025-04-21,SKU0007,54,42,26.0,75
2025-04-28,SKU0007,41,42,26.0,75
2025-05-05,SKU0007,24,92,26.0,75
2025-05-12,SKU0007,53,50,26.0,75
2025-05-19,SKU0007,38,50,26.0,75
2025-05-26,SKU0007,25,50,26.0,75
2025-06-02,SKU0007,57,48,26.0,75
2025-06-09,SKU0007,41,48,26.0,75
2025-06-16,SKU0007,28,48,26.0,75
2025-06-23,SKU0007,14,93,26.0,75
2025-06-30,SKU0007,49,45,26.0,75
2025-07-07,SKU0007,36,45,26.0,75
2025-07-14,SKU0007,26,90,26.0,75
2025-07-21,SKU0007,61,45,26.0,75
2025-07-28,SKU0007,47,45,26.0,75
2025-08-04,SKU0007,24,89,26.0,75
2025-08-11,SKU0007,45,44,26.0,75
2025-08-18,SKU0007,27,44,26.0,75
2025-08-25,SKU0007,17,90,26.0,75
2025-09-01,SKU0007,48,46,26.0,75
2025-09-08,SKU0007,33,46,26.0,75
2025-09-15,SKU0007,66,44,26.0,75
2025-09-22,SKU0007,53,44,26.0,75
2025-09-29,SKU0007,39,44,26.0,75
2025-10-06,SKU0007,24,44,26.0,75
2025-10-13,SKU0007,54,50,26.0,75
2025-10-20,SKU0007,22,94,26.0,75
2025-10-27,SKU0007,0,94,26.0,75
2025-11-03,SKU0007,45,44,26.0,75
2025-11-10,SKU0007,21,87,26.0,75
2025-11-17,SKU0007,48,43,26.0,75
2025-11-24,SKU0007,29,43,26.0,75
2025-12-01,SKU0007,0,114,26.0,75
2025-12-08,SKU0007,30,71,26.0,75
2025-12-15,SKU0007,15,71,26.0,75
2025-12-22,SKU0007,0,116,26.0,75
2025-12-29,SKU0007,60,45,26.0,75
2024-01-01,SKU0008,243,241,18.0,280
2024-01-08,SKU0008,50,241,18.0,280
2024-01-15,SKU0008,0,484,18.0,280
2024-01-22,SKU0008,131,243,18.0,280
2024-01-29,SKU0008,188,241,18.0,280
2024-02-05,SKU0008,0,241,18.0,280
2024-02-12,SKU0008,0,484,18.0,280
2024-02-19,SKU0008,75,243,18.0,280
2024-02-26,SKU0008,215,221,18.0,280
2024-03-04,SKU0008,22,434,18.0,280
2024-03-11,SKU0008,166,213,18.0,280
2024-03-18,SKU0008,0,429,18.0,280
2024-03-25,SKU0008,75,216,18.0,280
2024-04-01,SKU0008,0,437,18.0,280
2024-04-08,SKU0008,23,221,18.0,280
2024-04-15,SKU0008,138,263,18.0,280
2024-04-22,SKU0008,0,484,18.0,280
2024-04-29,SKU0008,208,221,18.0,280
2024-05-06,SKU0008,15,442,18.0,280
2024-05-13,SKU0008,111,221,18.0,280
2024-05-20,SKU0008,0,429,18.0,280
2024-05-27,SKU0008,146,208,18.0,280
2024-06-03,SKU0008,228,205,18.0,280
2024-06-10,SKU0008,15,448,18.0,280
2024-06-17,SKU0008,0,448,18.0,280
2024-06-24,SKU0008,74,243,18.0,280
2024-07-01,SKU0008,148,211,18.0,280
2024-07-08,SKU0008,51,429,18.0,280
2024-07-15,SKU0008,168,218,18.0,280
2024-07-22,SKU0008,0,218,18.0,280
2024-07-29,SKU0008,103,306,18.0,280
2024-08-05,SKU0008,0,306,18.0,280
2024-08-12,SKU0008,287,0,18.0,280
2024-08-19,SKU0008,90,283,18.0,280
2024-08-26,SKU0008,7,283,18.0,280
2024-09-02,SKU0008,283,0,18.0,280
2024-09-09,SKU0008,152,252,18.0,280
2024-09-16,SKU0008,0,474,18.0,280
2024-09-23,SKU0008,239,222,18.0,280
2024-09-30,SKU0008,43,441,18.0,280
2024-10-07,SKU0008,0,219,18.0,280
2024-10-14,SKU0008,0,484,18.0,280
2024-10-21,SKU0008,0,265,18.0,280
2024-10-28,SKU0008,179,219,18.0,280
2024-11-04,SKU0008,0,436,18.0,280
2024-11-11,SKU0008,126,217,18.0,280
2024-11-18,SKU0008,0,444,18.0,280
2024-11-25,SKU0008,46,438,18.0,280
2024-12-02,SKU0008,177,211,18.0,280
2024-12-09,SKU0008,0,430,18.0,280
2024-12-16,SKU0008,75,219,18.0,280
2024-12-23,SKU0008,170,243,18.0,280
2024-12-30,SKU0008,0,460,18.0,280
2025-01-06,SKU0008,49,435,18.0,280
2025-01-13,SKU0008,169,218,18.0,280
2025-01-20,SKU0008,0,433,18.0,280
2025-01-27,SKU0008,90,215,18.0,280
2025-02-03,SKU0008,0,449,18.0,280
2025-02-10,SKU0008,0,234,18.0,280
2025-02-17,SKU0008,151,250,18.0,280
2025-02-24,SKU0008,4,480,18.0,280
2025-03-03,SKU0008,186,230,18.0,280
2025-03-10,SKU0008,0,458,18.0,280
2025-03-17,SKU0008,148,228,18.0,280
2025-03-24,SKU0008,23,228,18.0,280
2025-03-31,SKU0008,109,234,18.0,280
2025-04-07,SKU0008,0,441,18.0,280
2025-04-14,SKU0008,187,207,18.0,280
2025-04-21,SKU0008,308,0,18.0,280
2025-04-28,SKU0008,163,225,18.0,280
2025-05-05,SKU0008,18,443,18.0,280
2025-05-12,SKU0008,190,218,18.0,280
2025-05-19,SKU0008,0,479,,280
2025-05-26,SKU0008,47,261,18.0,280
2025-06-02,SKU0008,0,484,18.0,280
2025-06-09,SKU0008,149,223,18.0,280
2025-06-16,SKU0008,248,211,18.0,280
2025-06-23,SKU0008,89,211,18.0,280
2025-06-30,SKU0008,0,433,18.0,280
2025-07-07,SKU0008,79,222,18.0,280
2025-07-14,SKU0008,171,208,18.0,280
2025-07-21,SKU0008,0,425,18.0,280
2025-07-28,SKU0008,189,217,18.0,280
2025-08-04,SKU0008,20,435,18.0,280
2025-08-11,SKU0008,8,423,18.0,280
2025-08-18,SKU0008,0,423,18.0,280
2025-08-25,SKU0008,86,205,18.0,280
2025-09-01,SKU0008,132,216,18.0,280
2025-09-08,SKU0008,2,437,18.0,280
2025-09-15,SKU0008,95,221,18.0,280
2025-09-22,SKU0008,3,435,18.0,280
2025-09-29,SKU0008,117,214,18.0,280
2025-10-06,SKU0008,180,249,18.0,280
2025-10-13,SKU0008,57,249,18.0,280
2025-10-20,SKU0008,0,484,18.0,280
2025-10-27,SKU0008,38,235,18.0,280
2025-11-03,SKU0008,171,216,18.0,280
2025-11-10,SKU0008,14,439,18.0,280
2025-11-17,SKU0008,93,223,18.0,280
2025-11-24,SKU0008,0,465,18.0,280
2025-12-01,SKU0008,0,484,18.0,280
2025-12-08,SKU0008,0,484,18.0,280
2025-12-15,SKU0008,10,242,18.0,280
2025-12-22,SKU0008,59,294,18.0,280
2025-12-29,SKU0008,0,294,18.0,280
2024-01-01,SKU0009,869,0,28.0,692
2024-01-08,SKU0009,558,352,28.0,692
2024-01-15,SKU0009,246,708,28.0,692
2024-01-22,SKU0009,0,708,28.0,692
2024-01-29,SKU0009,0,708,28.0,692
2024-02-05,SKU0009,174,736,28.0,692
2024-02-12,SKU0009,222,732,28.0,692
2024-02-19,SKU0009,0,732,28.0,692
2024-02-26,SKU0009,0,732,28.0,692
2024-03-04,SKU0009,202,797,28.0,692
2024-03-11,SKU0009,242,801,28.0,692
2024-03-18,SKU0009,0,801,28.0,692
2024-03-25,SKU0009,0,801,28.0,692
2024-04-01,SKU0009,356,356,28.0,692
2024-04-08,SKU0009,400,420,28.0,692
2024-04-15,SKU0009,88,955,28.0,692
2024-04-22,SKU0009,0,955,28.0,692
2024-04-29,SKU0009,0,955,28.0,692
2024-05-06,SKU0009,153,535,28.0,692
2024-05-13,SKU0009,490,400,28.0,692
2024-05-20,SKU0009,179,864,28.0,692
2024-05-27,SKU0009,0,864,28.0,692
2024-06-03,SKU0009,0,864,28.0,692
2024-06-10,SKU0009,88,910,28.0,692
2024-06-17,SKU0009,419,446,28.0,692
2024-06-24,SKU0009,108,446,28.0,692
2024-07-01,SKU0009,0,980,28.0,692
2024-07-08,SKU0009,357,534,28.0,692
2024-07-15,SKU0009,45,909,28.0,692
2024-07-22,SKU0009,0,909,28.0,692
2024-07-29,SKU0009,222,821,28.0,692
2024-08-05,SKU0009,0,821,28.0,692
2024-08-12,SKU0009,241,446,28.0,692
2024-08-19,SKU0009,0,846,28.0,692
2024-08-26,SKU0009,401,400,28.0,692
2024-09-02,SKU0009,90,909,28.0,692
2024-09-09,SKU0009,0,909,28.0,692
2024-09-16,SKU0009,88,910,28.0,692
2024-09-23,SKU0009,0,910,28.0,692
2024-09-30,SKU0009,420,401,28.0,692
2024-10-07,SKU0009,108,801,28.0,692
2024-10-14,SKU0009,312,400,28.0,692
2024-10-21,SKU0009,0,820,28.0,692
2024-10-28,SKU0009,0,820,28.0,692
2024-11-04,SKU0009,222,777,28.0,692
2024-11-11,SKU0009,0,777,28.0,692
2024-11-18,SKU0009,153,801,28.0,692
2024-11-25,SKU0009,0,801,28.0,692
2024-12-02,SKU0009,268,444,28.0,692
2024-12-09,SKU0009,0,864,28.0,692
2024-12-16,SKU0009,310,420,28.0,692
2024-12-23,SKU0009,0,866,28.0,692
2024-12-30,SKU0009,0,866,28.0,692
2025-01-06,SKU0009,153,446,28.0,692
2025-01-13,SKU0009,0,979,28.0,692
2025-01-20,SKU0009,223,533,28.0,692
2025-01-27,SKU0009,0,909,28.0,692
2025-02-03,SKU0009,0,909,28.0,692
2025-02-10,SKU0009,266,733,28.0,692
2025-02-17,SKU0009,0,733,28.0,692
2025-02-24,SKU0009,109,712,28.0,692
2025-03-03,SKU0009,0,712,28.0,692
2025-03-10,SKU0009,268,731,28.0,692
2025-03-17,SKU0009,0,731,28.0,692
2025-03-24,SKU0009,88,733,28.0,692
2025-03-31,SKU0009,0,733,28.0,692
2025-04-07,SKU0009,287,756,28.0,692
2025-04-14,SKU0009,0,756,28.0,692
2025-04-21,SKU0009,90,820,28.0,692
2025-04-28,SKU0009,0,820,28.0,692
2025-05-05,SKU0009,354,421,28.0,692
2025-05-12,SKU0009,43,822,28.0,692
2025-05-19,SKU0009,243,800,28.0,692
2025-05-26,SKU0009,0,800,28.0,692
2025-06-02,SKU0009,0,800,28.0,692
2025-06-09,SKU0009,239,751,28.0,692
2025-06-16,SKU0009,410,352,28.0,692
2025-06-23,SKU0009,133,765,28.0,692
2025-06-30,SKU0009,0,765,28.0,692
2025-07-07,SKU0009,245,798,28.0,692
2025-07-14,SKU0009,11,798,28.0,692
2025-07-21,SKU0009,281,741,28.0,692
2025-07-28,SKU0009,0,741,28.0,692
2025-08-04,SKU0009,345,356,28.0,692
2025-08-11,SKU0009,0,736,28.0,692
2025-08-18,SKU0009,208,773,28.0,692
2025-08-25,SKU0009,0,773,28.0,692
2025-09-01,SKU0009,0,773,28.0,692
2025-09-08,SKU0009,106,757,28.0,692
2025-09-15,SKU0009,326,717,28.0,692
2025-09-22,SKU0009,126,717,28.0,692
2025-09-29,SKU0009,0,717,28.0,692
2025-10-06,SKU0009,96,749,28.0,692
2025-10-13,SKU0009,321,396,28.0,692
2025-10-20,SKU0009,0,966,28.0,692
2025-10-27,SKU0009,0,966,28.0,692
2025-11-03,SKU0009,152,570,28.0,692
2025-11-10,SKU0009,0,1043,28.0,692
2025-11-17,SKU0009,363,473,28.0,692
2025-11-24,SKU0009,71,893,28.0,692
2025-12-01,SKU0009,0,893,28.0,692
2025-12-08,SKU0009,294,420,28.0,692
2025-12-15,SKU0009,0,809,28.0,692
2025-12-22,SKU0009,295,748,28.0,692
2025-12-29,SKU0009,0,748,28.0,692
2024-01-01,SKU0010,988,0,14.0,623
2024-01-08,SKU0010,728,0,14.0,623
2024-01-15,SKU0010,467,571,14.0,623
2024-01-22,SKU0010,207,571,14.0,623
2024-01-29,SKU0010,518,595,14.0,623
2024-02-05,SKU0010,257,595,14.0,623
2024-02-12,SKU0010,592,595,14.0,623
2024-02-19,SKU0010,332,595,14.0,623
2024-02-26,SKU0010,667,0,14.0,623
2024-03-04,SKU0010,406,595,14.0,623
2024-03-11,SKU0010,146,595,14.0,623
2024-03-18,SKU0010,481,595,14.0,623
2024-03-25,SKU0010,220,595,14.0,623
2024-04-01,SKU0010,555,595,14.0,623
2024-04-08,SKU0010,295,595,14.0,623
2024-04-15,SKU0010,630,0,14.0,623
2024-04-22,SKU0010,369,595,14.0,623
2024-04-29,SKU0010,109,595,14.0,623
2024-05-06,SKU0010,444,594,14.0,623
2024-05-13,SKU0010,183,594,14.0,623
2024-05-20,SKU0010,517,595,14.0,623
2024-05-27,SKU0010,257,595,14.0,623
2024-06-03,SKU0010,592,595,14.0,623
2024-06-10,SKU0010,331,595,14.0,623
2024-06-17,SKU0010,666,0,14.0,623
2024-06-24,SKU0010,406,595,14.0,623
2024-07-01,SKU0010,146,595,14.0,623
2024-07-08,SKU0010,480,595,14.0,623
2024-07-15,SKU0010,220,595,14.0,623
2024-07-22,SKU0010,555,595,14.0,623
2024-07-29,SKU0010,294,595,14.0,623
2024-08-05,SKU0010,629,0,14.0,623
2024-08-12,SKU0010,369,632,14.0,623
2024-08-19,SKU0010,148,632,14.0,623
2024-08-26,SKU0010,591,570,14.0,623
2024-09-02,SKU0010,357,570,14.0,623
2024-09-09,SKU0010,768,0,14.0,623
2024-09-16,SKU0010,540,576,14.0,623
2024-09-23,SKU0010,317,576,14.0,623
2024-09-30,SKU0010,627,0,14.0,623
2024-10-07,SKU0010,313,611,14.0,623
2024-10-14,SKU0010,10,1177,14.0,623
2024-10-21,SKU0010,135,566,14.0,623
2024-10-28,SKU0010,527,588,14.0,623
2024-11-04,SKU0010,266,588,14.0,623
2024-11-11,SKU0010,569,572,14.0,623
2024-11-18,SKU0010,315,572,14.0,623
2024-11-25,SKU0010,609,0,14.0,623
2024-12-02,SKU0010,159,647,14.0,623
2024-12-09,SKU0010,0,647,14.0,623
2024-12-16,SKU0010,331,571,14.0,623
2024-12-23,SKU0010,0,1187,14.0,623
2024-12-30,SKU0010,255,616,14.0,623
2025-01-06,SKU0010,417,626,14.0,623
2025-01-13,SKU0010,47,626,14.0,623
2025-01-20,SKU0010,514,586,14.0,623
2025-01-27,SKU0010,209,586,14.0,623
2025-02-03,SKU0010,549,599,14.0,623
2025-02-10,SKU0010,321,599,14.0,623
2025-02-17,SKU0010,667,0,14.0,623
2025-02-24,SKU0010,412,598,14.0,623
2025-03-03,SKU0010,184,598,14.0,623
2025-03-10,SKU0010,605,0,14.0,623
2025-03-17,SKU0010,377,613,14.0,623
2025-03-24,SKU0010,187,613,14.0,623
2025-03-31,SKU0010,622,565,14.0,623
2025-04-07,SKU0010,397,565,14.0,623
2025-04-14,SKU0010,769,0,14.0,623
2025-04-21,SKU0010,520,611,14.0,623
2025-04-28,SKU0010,352,611,14.0,623
2025-05-05,SKU0010,738,0,14.0,623
2025-05-12,SKU0010,577,593,14.0,623
2025-05-19,SKU0010,367,593,14.0,623
2025-05-26,SKU0010,742,0,14.0,623
2025-06-02,SKU0010,519,602,14.0,623
2025-06-09,SKU0010,295,602,14.0,623
2025-06-16,SKU0010,656,0,14.0,623
2025-06-23,SKU0010,442,593,14.0,623
2025-06-30,SKU0010,224,593,14.0,623
2025-07-07,SKU0010,672,0,14.0,623
2025-07-14,SKU0010,480,598,14.0,623
2025-07-21,SKU0010,297,598,14.0,623
2025-07-28,SKU0010,712,0,14.0,623
2025-08-04,SKU0010,419,616,14.0,623
2025-08-11,SKU0010,60,616,14.0,623
2025-08-18,SKU0010,478,571,14.0,623
2025-08-25,SKU0010,319,571,14.0,623
2025-09-01,SKU0010,664,0,14.0,623
2025-09-08,SKU0010,447,584,14.0,623
2025-09-15,SKU0010,257,584,14.0,623
2025-09-22,SKU0010,613,574,14.0,623
2025-09-29,SKU0010,494,574,14.0,623
2025-10-06,SKU0010,760,0,14.0,623
2025-10-13,SKU0010,521,628,14.0,623
2025-10-20,SKU0010,17,628,14.0,623
2025-10-27,SKU0010,528,603,14.0,623
2025-11-03,SKU0010,283,603,14.0,623
2025-11-10,SKU0010,603,0,14.0,623
2025-11-17,SKU0010,408,612,14.0,623
2025-11-24,SKU0010,231,612,14.0,623
2025-12-01,SKU0010,370,609,14.0,623
2025-12-08,SKU0010,25,609,14.0,623
2025-12-15,SKU0010,483,578,14.0,623
2025-12-22,SKU0010,161,578,14.0,623
2025-12-29,SKU0010,467,584,14.0,623
2024-01-01,SKU0011,195,0,14.0,181
2024-01-08,SKU0011,122,170,14.0,181
2024-01-15,SKU0011,49,170,14.0,181
2024-01-22,SKU0011,145,167,14.0,181
2024-01-29,SKU0011,72,167,14.0,181
2024-02-05,SKU0011,166,167,14.0,181
2024-02-12,SKU0011,93,167,14.0,181
2024-02-19,SKU0011,187,0,14.0,181
2024-02-26,SKU0011,114,167,14.0,181
2024-03-04,SKU0011,41,167,,181
2024-03-11,SKU0011,135,167,14.0,181
2024-03-18,SKU0011,62,167,14.0,181
2024-03-25,SKU0011,156,167,14.0,181
2024-04-01,SKU0011,83,167,14.0,181
2024-04-08,SKU0011,177,167,14.0,181
2024-04-15,SKU0011,104,167,14.0,181
2024-04-22,SKU0011,198,0,14.0,181
2024-04-29,SKU0011,125,177,14.0,181
2024-05-06,SKU0011,52,177,14.0,181
2024-05-13,SKU0011,156,167,14.0,181
2024-05-20,SKU0011,83,167,14.0,181
2024-05-27,SKU0011,177,167,14.0,181
2024-06-03,SKU0011,104,167,14.0,181
2024-06-10,SKU0011,198,0,14.0,181
2024-06-17,SKU0011,125,177,14.0,181
2024-06-24,SKU0011,52,177,14.0,181
2024-07-01,SKU0011,156,167,14.0,181
2024-07-08,SKU0011,83,167,14.0,181
2024-07-15,SKU0011,177,167,14.0,181
2024-07-22,SKU0011,104,167,14.0,181
2024-07-29,SKU0011,198,0,14.0,181
2024-08-05,SKU0011,125,177,14.0,181
2024-08-12,SKU0011,52,177,14.0,181
2024-08-19,SKU0011,156,178,14.0,181
2024-08-26,SKU0011,83,178,14.0,181
2024-09-02,SKU0011,188,0,14.0,181
2024-09-09,SKU0011,115,167,14.0,181
2024-09-16,SKU0011,42,167,14.0,181
2024-09-23,SKU0011,136,167,14.0,181
2024-09-30,SKU0011,63,167,14.0,181
2024-10-07,SKU0011,157,167,14.0,181
2024-10-14,SKU0011,84,167,14.0,181
2024-10-21,SKU0011,178,166,14.0,181
2024-10-28,SKU0011,105,166,14.0,181
2024-11-04,SKU0011,197,0,14.0,181
2024-11-11,SKU0011,124,167,14.0,181
2024-11-18,SKU0011,51,167,14.0,181
2024-11-25,SKU0011,153,0,14.0,181
2024-12-02,SKU0011,18,208,14.0,181
2024-12-09,SKU0011,0,208,14.0,181
2024-12-16,SKU0011,116,164,14.0,181
2024-12-23,SKU0011,0,344,14.0,181
2024-12-30,SKU0011,118,180,14.0,181
2025-01-06,SKU0011,170,0,14.0,181
2025-01-13,SKU0011,66,209,14.0,181
2025-01-20,SKU0011,0,209,14.0,181
2025-01-27,SKU0011,144,165,14.0,181
2025-02-03,SKU0011,62,165,14.0,181
2025-02-10,SKU0011,135,177,14.0,181
2025-02-17,SKU0011,75,177,14.0,181
2025-02-24,SKU0011,181,0,14.0,181
2025-03-03,SKU0011,116,173,14.0,181
2025-03-10,SKU0011,65,173,14.0,181
2025-03-17,SKU0011,172,0,14.0,181
2025-03-24,SKU0011,106,180,14.0,181
2025-03-31,SKU0011,51,180,14.0,181
2025-04-07,SKU0011,182,0,14.0,181
2025-04-14,SKU0011,123,168,14.0,181
2025-04-21,SKU0011,86,168,14.0,181
2025-04-28,SKU0011,202,0,14.0,181
2025-05-05,SKU0011,145,168,14.0,181
2025-05-12,SKU0011,84,168,14.0,181
2025-05-19,SKU0011,203,0,14.0,181
2025-05-26,SKU0011,141,169,14.0,181
2025-06-02,SKU0011,93,169,14.0,181
2025-06-09,SKU0011,205,0,14.0,181
2025-06-16,SKU0011,134,164,14.0,181
2025-06-23,SKU0011,82,164,14.0,181
2025-06-30,SKU0011,185,0,14.0,181
2025-07-07,SKU0011,128,170,14.0,181
2025-07-14,SKU0011,75,170,14.0,181
2025-07-21,SKU0011,189,0,14.0,181
2025-07-28,SKU0011,114,175,14.0,181
2025-08-04,SKU0011,38,175,14.0,181
2025-08-11,SKU0011,111,171,14.0,181
2025-08-18,SKU0011,53,171,14.0,181
2025-08-25,SKU0011,167,165,14.0,181
2025-09-01,SKU0011,116,165,14.0,181
2025-09-08,SKU0011,237,0,14.0,181
2025-09-15,SKU0011,177,167,14.0,181
2025-09-22,SKU0011,123,167,14.0,181
2025-09-29,SKU0011,235,0,14.0,181
2025-10-06,SKU0011,166,170,14.0,181
2025-10-13,SKU0011,101,170,14.0,181
2025-10-20,SKU0011,143,179,14.0,181
2025-10-27,SKU0011,45,179,14.0,181
2025-11-03,SKU0011,162,182,14.0,181
2025-11-10,SKU0011,84,182,14.0,181
2025-11-17,SKU0011,215,0,14.0,181
2025-11-24,SKU0011,134,172,14.0,181
2025-12-01,SKU0011,2,172,14.0,181
2025-12-08,SKU0011,130,172,14.0,181
2025-12-15,SKU0011,51,172,14.0,181
2025-12-22,SKU0011,143,165,14.0,181
2025-12-29,SKU0011,65,165,14.0,181
2024-01-01,SKU0012,1345,0,21.0,924
2024-01-08,SKU0012,1031,0,21.0,924
2024-01-15,SKU0012,718,619,21.0,924
2024-01-22,SKU0012,404,619,21.0,924
2024-01-29,SKU0012,90,1292,21.0,924
2024-02-05,SKU0012,395,673,21.0,924
2024-02-12,SKU0012,81,1300,21.0,924
2024-02-19,SKU0012,494,627,21.0,924
2024-02-26,SKU0012,180,1246,21.0,924
2024-03-04,SKU0012,493,619,21.0,924
2024-03-11,SKU0012,179,1292,21.0,924
2024-03-18,SKU0012,485,673,21.0,924
2024-03-25,SKU0012,171,1300,21.0,924
2024-04-01,SKU0012,583,627,21.0,924
2024-04-08,SKU0012,270,627,21.0,924
2024-04-15,SKU0012,583,664,21.0,924
2024-04-22,SKU0012,269,664,21.0,924
2024-04-29,SKU0012,0,1337,21.0,924
2024-05-06,SKU0012,350,673,21.0,924
2024-05-13,SKU0012,36,1300,21.0,924
2024-05-20,SKU0012,404,627,21.0,924
2024-05-27,SKU0012,90,1291,21.0,924
2024-06-03,SKU0012,403,664,21.0,924
2024-06-10,SKU0012,90,1292,21.0,924
2024-06-17,SKU0012,485,628,21.0,924
2024-06-24,SKU0012,171,1345,21.0,924
2024-07-01,SKU0012,485,717,21.0,924
2024-07-08,SKU0012,171,717,21.0,924
2024-07-15,SKU0012,672,673,21.0,924
2024-07-22,SKU0012,358,673,21.0,924
2024-07-29,SKU0012,45,1292,21.0,924
2024-08-05,SKU0012,404,619,21.0,924
2024-08-12,SKU0012,90,1336,21.0,924
2024-08-19,SKU0012,395,717,21.0,924
2024-08-26,SKU0012,81,1435,21.0,924
2024-09-02,SKU0012,583,718,21.0,924
2024-09-09,SKU0012,269,718,21.0,924
2024-09-16,SKU0012,673,619,21.0,924
2024-09-23,SKU0012,359,619,21.0,924
2024-09-30,SKU0012,46,1246,21.0,924
2024-10-07,SKU0012,351,627,21.0,924
2024-10-14,SKU0012,37,1255,21.0,924
2024-10-21,SKU0012,358,628,21.0,924
2024-10-28,SKU0012,44,1248,21.0,924
2024-11-04,SKU0012,359,620,21.0,924
2024-11-11,SKU0012,45,1291,21.0,924
2024-11-18,SKU0012,351,671,21.0,924
2024-11-25,SKU0012,38,1389,21.0,924
2024-12-02,SKU0012,447,718,21.0,924
2024-12-09,SKU0012,133,718,21.0,924
2024-12-16,SKU0012,584,710,21.0,924
2024-12-23,SKU0012,270,710,21.0,924
